School_code,AgeID,School_name,Town_suburb,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,ICSEA_value,Level_of_schooling,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,School_gender,Latitude,Longitude
4161,48538,Liverpool West Public School,Liverpool ,2170,9602 8062,liverpoolw-p.school@det.nsw.edu.au,https://liverpoolw-p.schools.nsw.gov.au,9822 5093,612,4,87,908,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.927101,150.907691
2413,50771,Llandilo Public School,Llandilo,2747,4777 4124,llandilo-p.school@det.nsw.edu.au,https://llandilo-p.schools.nsw.gov.au,4777 5085,255,9,26,947,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.707237,150.751783
2417,49180,Lochinvar Public School,Lochinvar ,2321,4930 7223,lochinvar-p.school@det.nsw.edu.au,https://lochinvar-p.schools.nsw.gov.au,4930 7804,161,19,np,945,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.700305,151.451988
2418,50509,Lockhart Central School,Lockhart ,2656,6920 5209,lockhart-c.school@det.nsw.edu.au,https://lockhart-c.schools.nsw.gov.au,6920 5635,76,32,np,882,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-35.222753,146.714747
4221,48661,Loftus Public School,Loftus ,2232,9521 1066,loftus-p.school@det.nsw.edu.au,https://loftus-p.schools.nsw.gov.au,9545 3459,375,5,12,1075,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.046979,151.048886
5753,56642,Lomandra School,Campbelltown ,2560,4627 2096,lomandra-s.school@det.nsw.edu.au,https://lomandra-s.schools.nsw.gov.au,4627 1455,81,33,np,921,Schools for Specific Purposes,Not Selective,N,Comprehensive,Behaviour Disorder,,Coed,-34.06173,150.824344
2421,50728,Londonderry Public School,Londonderry ,2753,4578 1900,londonderr-p.school@det.nsw.edu.au,https://londonderr-p.schools.nsw.gov.au,4588 5883,219,11,11,955,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.647454,150.736905
2423,49646,Long Flat Public School,LONG FLAT,2446,6587 4255,longflat-p.school@det.nsw.edu.au,https://longflat-p.schools.nsw.gov.au,6587 4334,47,26,0,879,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.437823,152.48612
5690,64085,Longneck Lagoon Environmental Education Centre,Maraylya ,2765,4573 6323,longneck-e.school@det.nsw.edu.au,https://longneck-e.schools.nsw.gov.au,4573 6534,,,,,Environmental Education Centre,Not Selective,N,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),,Coed,-33.576219,150.892806
1921,51116,Lord Howe Island Central School,Lord Howe Island ,2898,6563 2096,lordhowe-c.school@det.nsw.edu.au,https://lordhowe-c.schools.nsw.gov.au,6563 2238,41,0,36,1022,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-31.530072,159.069032
3594,56219,Louth Public School,Louth ,2840,6874 7426,louth-p.school@det.nsw.edu.au,https://louth-p.schools.nsw.gov.au,6874 7439,6,0,0,983,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.535792,145.117942
2428,49661,Lowanna Public School,Lowanna ,2450,6654 5243,lowanna-p.school@det.nsw.edu.au,https://lowanna-p.schools.nsw.gov.au,6654 5370,8,np,np,781,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.20722,152.899923
2429,50468,Lowesdale Public School,Lowesdale ,2646,6035 8216,lowesdale-p.school@det.nsw.edu.au,https://lowesdale-p.schools.nsw.gov.au,6035 8219,12,0,0,978,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.856229,146.368662
5713,56218,Lucas Gardens School,Canada Bay,2046,9744 6461,lucasgarde-s.school@det.nsw.edu.au,https://lucasgarde-s.schools.nsw.gov.au,9744 1705,75,np,70,1048,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-33.868438,151.113666
8271,54684,Lucas Heights Community School,Barden Ridge ,2234,9543 8317,lucasheigh-h.school@det.nsw.edu.au,https://lucasheigh-h.schools.nsw.gov.au,9541 0036,831.2,5,18,1028,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-34.035778,151.004817
2431,45331,Luddenham Public School,LUDDENHAM,2745,4773 4111,luddenham-p.school@det.nsw.edu.au,https://luddenham-p.schools.nsw.gov.au,4773 3163,52,25,np,916,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.881331,150.691523
2432,51077,Lue Public School,Lue,2850,6373 6407,lue-p.school@det.nsw.edu.au,https://lue-p.schools.nsw.gov.au,6373 6431,23,np,0,888,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.656339,149.844616
3796,48605,Lugarno Public School,Lugarno,2210,9153 9843,lugarno-p.school@det.nsw.edu.au,https://lugarno.nsw.edu.au/,9534 1337,256,0,48,1106,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.984956,151.044676
8401,46509,Lurnea High School,LURNEA,2170,9602 5704,lurnea-h.school@det.nsw.edu.au,https://lurnea-h.schools.nsw.gov.au,9822 5094,719.6,3,84,899,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.941743,150.896043
4289,48539,Lurnea Public School,Lurnea ,2170,9607 7002,lurnea-p.school@det.nsw.edu.au,https://lurnea-p.schools.nsw.gov.au,9608 4938,422,8,79,886,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.932082,150.891925
2436,50993,Lyndhurst Public School,Lyndhurst ,2797,6367 5016,lyndhurst-p.school@det.nsw.edu.au,https://lyndhurst-p.schools.nsw.gov.au,6367 5205,12,np,0,812,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.673266,149.044914
4258,47833,Lynwood Park Public School,BLACKTOWN,2148,9622 2659,lynwoodpk-p.school@det.nsw.edu.au,https://lynwoodpk-p.schools.nsw.gov.au,9831 6727,246,4,47,990,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.754408,150.926373
8822,47842,Macarthur Girls High School,Parramatta,2150,9683 1866,macarthurg-h.school@det.nsw.edu.au,https://macarthurg-h.schools.nsw.gov.au,9890 1992,1084.7,np,93,1061,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Girls,-33.813086,151.012499
2439,48696,Macdonald Valley Public School,CENTRAL MACDONALD,2775,4568 2120,macdonaldv-p.school@det.nsw.edu.au,https://macdonaldv-p.schools.nsw.gov.au,4568 2022,10,np,np,994,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.321271,150.971993
8490,46437,Macintyre High School,Inverell,2360,6722 1555,macintyre-h.school@det.nsw.edu.au,https://macintyre-h.schools.nsw.gov.au/,6722 5831,517.8,18,4,929,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-29.767546,151.129187
8162,49649,Macksville High School,Macksville,2447,6568 1025,macksville-h.school@det.nsw.edu.au,https://macksville-h.schools.nsw.gov.au,6568 2802,502.4,14,3,944,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-30.714945,152.91701
2444,49650,Macksville Public School,Macksville ,2447,6568 1800,macksville-p.school@det.nsw.edu.au,https://macksville-p.schools.nsw.gov.au,6568 2277,294,22,2,916,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.707763,152.917145
8362,49726,Maclean High School,Maclean ,2463,6645 2244,maclean-h.school@det.nsw.edu.au,https://maclean-h.schools.nsw.gov.au,6645 2819,790,14,5,959,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-29.46644,153.20149
3946,49727,Maclean Public School,Maclean,2463,6645 2431,maclean-p.school@det.nsw.edu.au,https://maclean-p.schools.nsw.gov.au,6645 3750,217,22,7,911,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-29.457217,153.201309
8553,46510,Macquarie Fields High School,Macquarie Fields ,2564,9605 3111,macfields-h.school@det.nsw.edu.au,https://macfields-h.schools.nsw.gov.au,9605 3044,1107.6,2,85,1065,Secondary School,Partially Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.996784,150.884901
4064,50213,Macquarie Fields Public School,Macquarie Fields ,2564,9605 1024,macfields-p.school@det.nsw.edu.au,https://macfields-p.schools.nsw.gov.au,9829 2432,906,3,79,1041,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.995325,150.882486
4449,50812,Madang Avenue Public School,Whalan,2770,9625 7144,madangave-p.school@det.nsw.edu.au,https://madangave-p.schools.nsw.gov.au,9832 1470,288,25,29,866,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.759958,150.804846
2448,50296,Maimuru Public School,Maimuru ,2594,6383 3219,maimuru-p.school@det.nsw.edu.au,https://maimuru-p.schools.nsw.gov.au,6383 3289,20,np,0,1033,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.243066,148.214319
3236,56217,Main Arm Upper Public School,Upper Main Arm,2482,6684 5266,mainarmup-p.school@det.nsw.edu.au,https://mainarmup-p.schools.nsw.gov.au,6684 5527,91,7,41,1021,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.498479,153.41241
5630,56216,Mainsbridge School,Warwick Farm,2170,9602 9675,mainsbridg-s.school@det.nsw.edu.au,https://mainsbridge.schools.nsw.gov.au,9821 4038,127,np,86,959,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-33.925783,150.907516
2451,49192,Maitland East Public School,EAST MAITLAND,2323,4933 7524,maitlande-p.school@det.nsw.edu.au,https://maitlande-p.schools.nsw.gov.au,4934 5012,495,12,9,987,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.748991,151.585256
8127,55124,Maitland Grossmann High School,East Maitland,2323,4934 2066,maitgross-h.school@det.nsw.edu.au,https://maitgross-h.schools.nsw.gov.au,4934 5086,912.4,10,6,980,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-32.743453,151.591504
8126,49191,Maitland High School,EAST MAITLAND,2323,4933 7933,maitland-h.school@det.nsw.edu.au,https://maitland-h.schools.nsw.gov.au,4933 7673,989,17,6,933,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-32.747365,151.597333
3949,49157,Maitland Public School,MAITLAND,2320,4933 6532,maitland-p.school@det.nsw.edu.au,https://maitland-p.schools.nsw.gov.au,4934 3039,453,17,3,943,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.73546,151.553306
2454,47568,Malabar Public School,MALABAR,2036,9311 2012,malabar-p.school@det.nsw.edu.au,https://malabar-p.schools.nsw.gov.au,9661 5890,312,7,25,1076,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.962214,151.248559
4262,49499,Mallawa Public School,MOREE,2400,6753 9520,mallawa-p.school@det.nsw.edu.au,https://mallawa-p.schools.nsw.gov.au,6753 9526,9,np,0,903,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-29.645473,149.439183
2464,49822,Manifold Public School,Bentley ,2480,6663 5220,manifold-p.school@det.nsw.edu.au,https://manifold-p.schools.nsw.gov.au,6663 5313,16,np,0,901,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.749066,153.077066
2465,51088,Manildra Public School,MANILDRA,2865,6364 5055,manildra-p.school@det.nsw.edu.au,https://manildra-p.schools.nsw.gov.au,6364 5255,54,13,np,972,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.184214,148.700122
7305,49370,Manilla Central School,Manilla ,2346,6785 1184,manilla-c.school@det.nsw.edu.au,https://manilla-c.schools.nsw.gov.au,6785 2138,248.6,34,np,850,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-30.750947,150.728435
4021,47696,Manly Vale Public School,Manly Vale ,2093,9907 9672,manlyvale-p.school@det.nsw.edu.au,https://manlyvale-p.schools.nsw.gov.au,9907 0890,564,1,28,1122,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.783497,151.25976
3950,44413,Manly Village Public School,Manly ,2095,9977 3066,manlyvill-p.school@det.nsw.edu.au,https://manlyvill-p.schools.nsw.gov.au,9976 2733,579,np,36,1144,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.7994,151.287627
2469,47697,Manly West Public School,Balgowlah ,2093,9948 2257,manlywest-p.school@det.nsw.edu.au,https://manlywest-p.schools.nsw.gov.au,9907 0342,857,2,23,1144,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.791875,151.268753
4316,48712,Mannering Park Public School,Mannering Park ,2259,4359 1184,mannringpk-p.school@det.nsw.edu.au,https://mannringpk-p.schools.nsw.gov.au,4359 1667,221,20,5,931,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.150794,151.536785
4552,56214,Manning Gardens Public School,Taree ,2430,6552 6333,manninggdn-p.school@det.nsw.edu.au,https://manninggdn-p.schools.nsw.gov.au,6551 0816,163,62,4,736,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.892305,152.459892
2472,50783,Maraylya Public School,Maraylya ,2765,4573 6243,maraylya-p.school@det.nsw.edu.au,https://maraylya-p.schools.nsw.gov.au,4573 6599,113,8,6,1016,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.592681,150.916264
4282,47834,Marayong Heights Public School,Marayong,2148,9622 4776,marayonght-p.school@det.nsw.edu.au,https://marayonght-p.schools.nsw.gov.au,9831 3571,291,11,41,965,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.742667,150.896425
4166,47835,Marayong Public School,Blacktown ,2148,9622 2394,marayong-p.school@det.nsw.edu.au,https://marayong-p.schools.nsw.gov.au,9831 3795,542,7,62,973,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.756609,150.895304
4327,47836,Marayong South Public School,Blacktown ,2148,9622 4216,marayongs-p.school@det.nsw.edu.au,https://marayongs-p.schools.nsw.gov.au,9831 3562,316,9,58,1003,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.760128,150.885236
4652,70139,Marie Bashir Public School,STRATHFIELD,2135,87364400,mariebashir-p.school@det.nsw.edu.au,https://mariebashir-p.schools.nsw.gov.au,8736 4450,386,0,85,1102,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.875168,151.079424
3898,48744,Marks Point Public School,Marks Point ,2280,4945 4433,markspoint-p.school@det.nsw.edu.au,https://markspoint-p.schools.nsw.gov.au,4947 7842,138,27,np,930,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.057486,151.650131
2480,50747,Maroota Public School,MAROOTA,2756,4566 8231,maroota-p.school@det.nsw.edu.au,https://maroota-p.schools.nsw.gov.au,4566 8388,26,np,24,1001,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.455283,150.99365
2482,47561,Maroubra Bay Public School,Maroubra ,2035,9349 1569,maroubraba-p.school@det.nsw.edu.au,https://maroubraba-p.schools.nsw.gov.au,9349 5836,406,7,36,1072,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.944236,151.253017
7427,47564,Maroubra Junction Public School,Maroubra ,2035,9349 8333,maroubrajn-p.school@det.nsw.edu.au,https://maroubrajn-p.schools.nsw.gov.au,9349 3712,481,2,54,1112,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.936072,151.236652
4454,51034,Marra Creek Public School,NYNGAN,2825,6824 4358,marracreek-p.school@det.nsw.edu.au,https://marracreek-p.schools.nsw.gov.au,6824 4363,9,np,0,966,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.87887,147.374516
2485,50501,Marrar Public School,Marrar ,2652,6927 4364,marrar-p.school@det.nsw.edu.au,https://marrar-p.schools.nsw.gov.au,6927 4377,16,np,np,948,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.828341,147.355155
8540,46394,Marrickville High School,Marrickville ,2204,9569 2444,marrickvil-h.school@det.nsw.edu.au,https://marrickvil-h.schools.nsw.gov.au,9560 3693,540,4,44,1063,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.905781,151.155995
3952,48583,Marrickville Public School,Marrickville ,2204,9560 2208,marrickvil-p.school@det.nsw.edu.au,https://marrickvil-p.schools.nsw.gov.au,9560 5134,243,9,30,1067,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.906705,151.162658
3951,48584,Marrickville West Public School,Marrickville ,2204,9558 1137,marrickviw-p.school@det.nsw.edu.au,https://marrickviw-p.schools.nsw.gov.au,9559 5961,414,11,52,1052,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.914468,151.145073
8225,88103,Marsden High School,MEADOWBANK,2114,9874 6544,marsden-h.school@det.nsw.edu.au,https://marsden-h.schools.nsw.gov.au,9858 1716,938.8,3,65,1034,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.812981,151.092237
2489,50784,Marsden Park Public School,MARSDEN PARK,2765,9627 1644,marsdenpk-p.school@det.nsw.edu.au,https://marsdenpk-p.schools.nsw.gov.au,9838 1136,168,np,65,1048,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.696425,150.833642
4278,48540,Marsden Road Public School,Liverpool ,2170,9602 5579,marsdenrd-p.school@det.nsw.edu.au,https://marsdenrd-p.schools.nsw.gov.au,9821 1067,721,1,90,965,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.916491,150.912841
2492,49311,Martindale Public School,Martindale,2328,6547 3502,martindale-p.school@det.nsw.edu.au,https://martindale-p.schools.nsw.gov.au,6547 3546,8,np,0,973,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.458834,150.665723
2493,49520,Martins Creek Public School,Martins Creek ,2420,4938 5239,martinscrk-p.school@det.nsw.edu.au,https://martinscrk-p.schools.nsw.gov.au,4938 5423,4,np,0,,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.565996,151.623453
2494,49378,Martins Gully Public School,Armidale ,2350,6772 3314,martinsgul-p.school@det.nsw.edu.au,https://martinsgul-p.schools.nsw.gov.au,6771 2257,165,np,10,1040,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.523938,151.637256
4431,46140,Marton Public School,Engadine ,2233,9520 6261,marton-p.school@det.nsw.edu.au,https://marton-p.schools.nsw.gov.au,9520 6356,358,np,6,1052,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.046492,151.024232
2496,50260,Marulan Public School,Marulan ,2579,4841 1573,marulan-p.school@det.nsw.edu.au,https://marulan-p.schools.nsw.gov.au,4841 1847,104,11,8,933,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.713399,150.006603
5721,56213,Mary Brooksbank School,Rosemeadow ,2560,4628 4555,marybrooks-s.school@det.nsw.edu.au,https://marybrooks-s.schools.nsw.gov.au,4626 8255,110,13,60,981,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-34.09782,150.792742
4600,54690,Maryland Public School,Maryland,2287,4955 9430,maryland-p.school@det.nsw.edu.au,https://maryland-p.schools.nsw.gov.au,4955 8945,374,12,20,985,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,Coed,-32.881427,151.658808
2499,44920,Mascot Public School,Mascot ,2020,9667 4301,mascot-p.school@det.nsw.edu.au,https://mascot-p.schools.nsw.gov.au,9667 4905,382,3,77,1034,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.928577,151.192485
2500,50628,Mathoura Public School,Mathoura,2710,03 5884 3314,mathoura-p.school@det.nsw.edu.au,https://mathoura-p.schools.nsw.gov.au,03 5884 3504,49,14,np,929,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.816079,144.902097
2501,50502,Matong Public School,MATONG,2652,6927 7824,matong-p.school@det.nsw.edu.au,https://matong-p.schools.nsw.gov.au,6927 7877,26,np,np,974,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.770061,146.927303
2502,47569,Matraville Public School,MATRAVILLE,2036,9311 1783,matraville-p.school@det.nsw.edu.au,https://matraville-p.schools.nsw.gov.au,9661 4076,220,4,77,1020,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.955064,151.229111
4067,47570,Matraville Soldiers Settlement Public School,Matraville ,2036,9311 1175,matravilss-p.school@det.nsw.edu.au,https://matravilss-p.schools.nsw.gov.au,9661 4232,172,24,33,961,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.958039,151.239995
